time,altitude
2025-08-27 08:51:00,62.62962265501495
2025-08-27 08:52:00,53.773571121080586
2025-08-27 08:53:00,54.17530814995689
2025-08-27 08:54:00,49.42556760282201
2025-08-27 08:55:00,48.30727797366772
2025-08-27 08:56:00,55.96181095416103
2025-08-27 08:57:00,78.28167978534226
2025-08-27 08:58:00,72.7186937163379
2025-08-27 08:59:00,71.505581221146
2025-08-27 09:00:00,54.93444296296829
2025-08-27 09:01:00,77.0066012867953
2025-08-27 09:02:00,70.3060467333213
2025-08-27 09:03:00,72.23841848501455
2025-08-27 09:04:00,76.96546251613796
2025-08-27 09:05:00,59.371637729407624
2025-08-27 09:06:00,52.84900937220767
2025-08-27 09:07:00,54.673347042600874
2025-08-27 09:08:00,45.87118339690344
2025-08-27 09:09:00,63.53064028251043
2025-08-27 09:10:00,59.81151416274668
2025-08-27 09:11:00,51.43495367650514
2025-08-27 09:12:00,51.99432365019878
2025-08-27 09:13:00,49.124668773239655
2025-08-27 09:14:00,72.54448895837231
2025-08-27 09:15:00,78.17303090748847
2025-08-27 09:16:00,62.64151300484288
2025-08-27 09:17:00,54.97732557786754
2025-08-27 09:18:00,64.48039759807901
2025-08-27 09:19:00,58.460275598246255
2025-08-27 09:20:00,63.39266516793235
2025-08-27 09:21:00,53.43586107553994
2025-08-27 09:22:00,54.56617786105841
2025-08-27 09:23:00,56.67137289201478
2025-08-27 09:24:00,57.488928733568
2025-08-27 09:25:00,60.08707079133531
2025-08-27 09:26:00,55.981174717720826
2025-08-27 09:27:00,42.992385911358184
2025-08-27 09:28:00,54.51496724376405
2025-08-27 09:29:00,65.91745101094308
2025-08-27 09:30:00,65.09168507369158
2025-08-27 09:31:00,62.72372555827571
2025-08-27 09:32:00,71.14067172984667
2025-08-27 09:33:00,63.15993847028909
2025-08-27 09:34:00,58.04909384456231
2025-08-27 09:35:00,59.41798152951831
2025-08-27 09:36:00,59.27484772480225
2025-08-27 09:37:00,60.99817894250966
2025-08-27 09:38:00,59.59895793959635
2025-08-27 09:39:00,51.54836764889142
2025-08-27 09:40:00,67.8120530232676
2025-08-27 09:41:00,83.84867799760119
2025-08-27 09:42:00,67.66372344617052
2025-08-27 09:43:00,75.67412654310934
2025-08-27 09:44:00,82.55812399316346
2025-08-27 09:45:00,66.54601057025167
2025-08-27 09:46:00,55.30747671682467
2025-08-27 09:47:00,44.86070047542618
2025-08-27 09:48:00,47.13063416717686
2025-08-27 09:49:00,47.147037402966845
2025-08-27 09:50:00,52.194673667807734
2025-08-27 09:51:00,45.996259722404275
